type,time,x_c,x_c_dot,gamma,gamma_dot
real_0,4.498308420181274,0.8413918966369153,,,
real_0,4.4988508224487305,0.8414750225704501,,,
real_0,4.499078273773193,0.8415098751292988,,,
real_0,4.4992899894714355,0.8415423135709659,,,
real_0,4.4994988441467285,0.8415743108835368,,,
real_0,4.501370668411255,0.8418609584022512,,,
real_0,4.556295871734619,0.8501732832265849,,,
real_0,4.556939601898193,0.8502695674829953,,,
real_0,4.557067394256592,0.8502886785454006,,,
real_0,4.557186126708984,0.850306433785164,,,
real_0,4.558172225952148,0.8504538602103422,,,
real_0,4.620650053024292,0.8596675590981948,,,
real_0,4.621984481811523,0.8598616101835435,,,
real_0,4.622812032699585,0.8599818938877549,,,
real_0,4.623054504394531,0.860017128528222,,,
real_0,4.624652624130249,0.8602492633818368,,,
real_0,4.624930143356323,0.8602895576127059,,,
real_0,4.678834438323975,0.8680214570161626,,,
real_0,4.68018364906311,0.8682125588973836,,,
real_0,4.680343151092529,0.868235142869359,,,
real_0,4.681474208831787,0.8683952422340886,,,
real_0,4.681689023971558,0.8684256395225366,,,
real_0,4.681835651397705,0.868446386218261,,,
real_0,4.726624488830566,0.8747177595515563,,,
real_0,4.726819276809692,0.874744746164638,,,
real_0,4.727716684341431,0.8748690438854221,,,
real_0,4.727862358093262,0.8748892157953823,,,
real_0,4.727964401245117,0.8749033452040784,,,
real_0,4.728064298629761,0.8749171768345171,,,
real_0,4.78577184677124,0.8827969929603272,,,
real_0,4.788141965866089,0.8831159021649415,,,
real_0,4.788573741912842,0.8831739591079509,,,
real_0,4.788801670074463,0.8832046014975331,,,
real_0,4.789008855819702,0.8832324522986519,,,
real_0,4.789207696914673,0.8832591786865931,,,
real_0,4.8537867069244385,0.8917993981049983,,,
real_0,4.855435371398926,0.8920137588825438,,,
real_0,4.855777025222778,0.8920581580846015,,,
real_0,4.855997323989868,0.892086782565874,,,
real_0,4.8561975955963135,0.8921128019817192,,,
real_0,4.857999563217163,0.8923467931101462,,,
real_0,4.919756174087524,0.9002332176462879,,,
real_0,4.920392990112305,0.9003131900454647,,,
real_0,4.987653732299805,0.9086035318567587,,,
real_0,4.988964796066284,0.9087620384604211,,,
real_0,4.990996837615967,0.9090074761981524,,,
real_0,4.991286754608154,0.909042470234475,,,
real_0,4.9914820194244385,0.9090660361367506,,,
real_0,4.991670608520508,0.909088793867005,,,
real_0,4.991856098175049,0.9091111751798916,,,
real_0,4.993399620056152,0.9092973254372493,,,
real_0,4.9936323165893555,0.9093253745895812,,,
real_0,4.993798494338989,0.9093454033027348,,,
real_0,5.042564392089844,0.9151402740020093,,,
real_0,5.0440003871917725,0.9153084086902608,,,
real_0,5.044888019561768,0.9154122659819842,,,
real_0,5.045038461685181,0.9154298629960476,,,
real_0,5.045145511627197,0.9154423835237273,,,
real_0,5.0803587436676025,0.9195174646859934,,,
real_0,5.080613851547241,0.9195466705306785,,,
real_0,5.081540107727051,0.9196526739284173,,,
real_0,5.08187460899353,0.9196909404123036,,,
real_0,5.0819807052612305,0.9197030760390826,,,
real_0,5.082075834274292,0.9197139565249657,,,
real_0,5.171615839004517,0.9296721488335655,,,
real_0,5.174858093261719,0.9300220708248019,,,
real_0,5.175193786621094,0.9300582578975418,,,
real_0,5.1754069328308105,0.9300812304622641,,,
real_0,5.175591468811035,0.9301011168449473,,,
real_0,5.175769567489624,0.9301203072140242,,,
real_0,5.226107835769653,0.9354534021583345,,,
real_0,5.227555274963379,0.9356040634071966,,,
real_0,5.227688789367676,0.9356179530814481,,,
real_0,5.227782726287842,0.9356277246909168,,,
real_0,5.227872371673584,0.9356370492897383,,,
real_0,5.22863245010376,0.9357160867524315,,,
real_0,5.263351202011108,0.9392819526589478,,,
real_0,5.263563632965088,0.9393035028651426,,,
real_0,5.263669490814209,0.9393142404692443,,,
real_0,5.320300579071045,0.9449419345670108,,,
real_0,5.3246259689331055,0.9453621653096882,,,
real_0,5.325302362442017,0.9454277562820642,,,
real_0,5.325640916824341,0.9454605738860257,,,
real_0,5.326123952865601,0.9455073822394996,,,
real_0,5.326440095901489,0.9455380086761074,,,
real_0,5.328993797302246,0.945785131131261,,,
real_0,5.329411268234253,0.9458254845499924,,,
real_0,5.32963752746582,0.9458473498066367,,,
real_0,5.384093999862671,0.9510006478641093,,,
real_0,5.384310245513916,0.9510206763733191,,,
real_0,5.385275363922119,0.9511100228205773,,,
real_0,5.385453224182129,0.9511264808410586,,,
real_0,5.3855719566345215,0.9511374662622485,,,
real_0,5.385708808898926,0.9511501268819126,,,
real_0,5.4506144523620605,0.9569983105117711,,,
real_0,5.452141046524048,0.9571320893679018,,,
real_0,5.452795743942261,0.9571894086609049,,,
real_0,5.453631639480591,0.9572625454826862,,,
real_0,5.4547834396362305,0.9573632369522342,,,
real_0,5.456342458724976,0.9574993700654209,,,
real_0,5.501441717147827,0.9613586401555825,,,
real_0,5.587548732757568,0.9683010343453791,,,
real_0,5.588534116744995,0.9683772220659095,,,
real_0,5.589769601821899,0.9684726423758909,,,
real_0,5.5899951457977295,0.9684900492619722,,,
real_0,5.591623306274414,0.9686155913003323,,,
real_0,5.5918965339660645,0.9686366391767585,,,
real_0,5.59207820892334,0.9686506312122908,,,
real_0,5.592253923416138,0.9686641617986724,,,
real_0,5.59242844581604,0.968677598261114,,,
real_0,5.593471527099609,0.9687578566039773,,,
real_0,5.593703508377075,0.9687756947933154,,,
real_0,5.638882160186768,0.9721720084448521,,,
