Timestamp,Theta_rad,Gamma_rad,Phi_rad,Gamma_deg
1775768569.2822323,0.08291887491941452,0.054719600826501846,-3.6777613162994385,3.1352033050350845,-210.72027682642937
1775768569.2824063,0.08277708292007446,0.05592069402337074,-3.6756017208099365,3.2040209006242453,-210.59654107518196
1775768569.282512,0.08264461904764175,0.057033661752939224,-3.673529624938965,3.2677892770640553,-210.47781868457795
1775768569.2839663,0.08251289278268814,0.05797906219959259,-3.6716256141662598,3.321956751975417,-210.3687268641472
1775768569.2848513,0.08247292041778564,0.05884305387735367,-3.668844223022461,3.37145984634608,-210.2093648334503
1775768569.3204641,0.0822601243853569,0.05969860777258873,-3.667029857635498,3.4204794912166894,-210.10540931711196
1775768569.3207002,0.08213809132575989,0.06038832664489746,-3.66538143157959,3.459997485780716,-210.01096142749788
1775768569.3209162,0.08202338218688965,0.061072468757629395,-3.6627798080444336,3.4991959554433825,-209.86189932575226
1775768569.321035,0.08199939876794815,0.06159080192446709,-3.661302089691162,3.528894268903881,-209.7772322705269
1775768569.382781,0.08188536763191223,0.06210777163505554,-3.658867835998535,3.5585144620478153,-209.63775975780487
1775768569.3843508,0.08186938613653183,0.062453337013721466,-3.6575634479522705,3.5783139068707825,-209.5630238011837
1775768569.384566,0.08184540271759033,0.06297165900468826,-3.6560864448547363,3.608011580000818,-209.478397727108
1775768569.3847287,0.08182799816131592,0.06340019404888153,-3.6546990871429443,3.6325648381859064,-209.39890795712472
1775768569.3848875,0.08188679069280624,0.06392566859722137,-3.653214931488037,3.6626723228126763,-209.31387207155228
1775768569.3861113,0.08186283707618713,0.06444399058818817,-3.651737928390503,3.6923699959427116,-209.22924599747657
1775768569.3863351,0.08180827647447586,0.0655704066157341,-3.6496524810791016,3.7569089033737777,-209.10975862541198
1775768569.3864973,0.08185902237892151,0.06626874208450317,-3.648954153060913,3.796920592725277,-209.06974736294745
1775768569.4502084,0.08182578533887863,0.06704280525445938,-3.647221326828003,3.8412711612984536,-208.9704636976719
1775768569.4518738,0.08179385215044022,0.06773386895656586,-3.645571708679199,3.880866208961606,-208.87594750614167
1775768569.4547617,0.0817539319396019,0.06859765946865082,-3.6447079181671143,3.9303577773839233,-208.82645593771935
1775768569.4551446,0.0817955732345581,0.06955183297395706,-3.6437535285949707,3.985027911709249,-208.77177342367173
1775768569.455363,0.08174771070480347,0.0705883651971817,-3.642717123031616,4.044416854664683,-208.7123917377949
1775768569.4555693,0.08169985562562943,0.07162486016750336,-3.6416807174682617,4.103803663185239,-208.65301005191802
1775768569.5157943,0.08173470199108124,0.07266886532306671,-3.640636682510376,4.163620773777366,-208.593191233778
1775768569.51752,0.0816878154873848,0.07362233847379684,-3.639683246612549,4.21825078072697,-208.53856336126327
1775768569.5177689,0.08165399730205536,0.07447926700115204,-3.6388261318206787,4.267349186244607,-208.48945428357123
1775768569.51793,0.08169776201248169,0.07526760548353195,-3.638037919998169,4.31251767026335,-208.4442930566311
1775768569.518085,0.08166498690843582,0.07604153454303741,-3.6372640132904053,4.356860554870963,-208.3999514526844
1775768569.5182393,0.08163311332464218,0.07673244923353195,-3.636573076248169,4.3964470647946,-208.36036366209984
1775768569.5833604,0.08160920441150665,0.07725062221288681,-3.636054754257202,4.42613620018512,-208.3306659889698
1775768569.586175,0.081659235060215,0.07803229242563248,-3.6352732181549072,4.470922620360553,-208.28588725275992
1775768569.586454,0.08153732120990753,0.07872249186038971,-3.634582996368408,4.510468149134517,-208.24634044332504
1775768569.586648,0.08149822801351547,0.07950311154127121,-3.6338024139404297,4.555194378246367,-208.20161634864806
1775768569.5868514,0.08147363364696503,0.0801042765378952,-3.6332011222839355,4.589638607659936,-208.16716486215591
1775768569.5884807,0.08144178986549377,0.08079513162374496,-3.6325104236602783,4.629221702487767,-208.12759073195457
1775768569.627614,0.08141789585351944,0.08131325244903564,-3.6319923400878906,4.658907849669457,-208.09790671920777
1775768569.627841,0.0813119113445282,0.08165809512138367,-3.632606029510498,4.678665886455774,-208.1330685456276
1775768569.6279461,0.08129539340734482,0.08208652585744858,-3.6321775913238525,4.703213168223202,-208.10852083697318
1775768569.6280358,0.08128006756305695,0.08234892785549164,-3.6309566497802734,4.718247700622678,-208.03856601448058
1775768569.6287105,0.08127152919769287,0.08260464668273926,-3.6307008266448975,4.732899315404892,-208.02390842328072
1775768569.6288362,0.08125562220811844,0.08295005559921265,-3.6303553581237793,4.752689795601368,-208.00411452798843
1775768569.6827736,0.08141300827264786,0.08322098851203918,-3.63008451461792,4.768213113588095,-207.98859633264541
